[DEBUG] 2020-04-06 20:39:01.129 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-04-06 20:39:01.143 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-04-06 20:39:01.156 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-04-06 20:39:01.534 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-04-06 20:39:01.547 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-04-06 20:39:02.404 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-04-06 20:39:02.407 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-04-06 20:39:02.441 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-04-06 20:39:03.629 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-04-06 20:39:03.719 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-04-06 20:39:03.724 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2020-04-06 20:39:03.778 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2020-04-06 20:39:03.921 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@46a953cf
[DEBUG] 2020-04-06 20:39:03.927 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@46a953cf
[DEBUG] 2020-04-06 20:39:03.927 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@46a953cf
[DEBUG] 2020-04-06 20:39:03.928 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@2c58dcb1
[DEBUG] 2020-04-06 20:39:03.929 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@2dd8239
[DEBUG] 2020-04-06 20:39:03.935 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@2e53b094
[DEBUG] 2020-04-06 20:39:03.942 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@6c302a1d
[DEBUG] 2020-04-06 20:39:03.943 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@6c302a1d
[DEBUG] 2020-04-06 20:39:03.943 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@6c302a1d
[DEBUG] 2020-04-06 20:39:03.947 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@16eedaa6
[DEBUG] 2020-04-06 20:39:03.950 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@16eedaa6
[DEBUG] 2020-04-06 20:39:03.950 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@16eedaa6
[DEBUG] 2020-04-06 20:39:03.953 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@6e33fcae
[DEBUG] 2020-04-06 20:39:03.953 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@6e33fcae
[DEBUG] 2020-04-06 20:39:03.954 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@6e33fcae
[DEBUG] 2020-04-06 20:39:03.964 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@27e5b378
[DEBUG] 2020-04-06 20:39:03.965 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@27e5b378
[DEBUG] 2020-04-06 20:39:03.965 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@27e5b378
[DEBUG] 2020-04-06 20:39:03.973 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@1a87b51
[DEBUG] 2020-04-06 20:39:03.973 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@1a87b51
[DEBUG] 2020-04-06 20:39:03.973 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@1a87b51
[DEBUG] 2020-04-06 20:39:03.975 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@11b455e5
[DEBUG] 2020-04-06 20:39:03.975 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@11b455e5
[DEBUG] 2020-04-06 20:39:03.976 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@11b455e5
[DEBUG] 2020-04-06 20:39:03.987 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@64524dd
[DEBUG] 2020-04-06 20:39:03.988 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@64524dd
[DEBUG] 2020-04-06 20:39:03.988 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@64524dd
[DEBUG] 2020-04-06 20:39:04.002 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@70f822e
[DEBUG] 2020-04-06 20:39:04.003 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@70f822e
[DEBUG] 2020-04-06 20:39:04.004 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@1aa6e3c0
[DEBUG] 2020-04-06 20:39:04.004 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@1aa6e3c0
[DEBUG] 2020-04-06 20:39:04.018 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@2caa5d7c
[DEBUG] 2020-04-06 20:39:04.019 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@2caa5d7c
[DEBUG] 2020-04-06 20:39:04.020 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@38fc5554
[DEBUG] 2020-04-06 20:39:04.025 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@3e1a3801
[DEBUG] 2020-04-06 20:39:04.027 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@61a1ea2c
[DEBUG] 2020-04-06 20:39:04.027 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@61a1ea2c
[DEBUG] 2020-04-06 20:39:04.030 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@670d4d38
[DEBUG] 2020-04-06 20:39:04.031 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@670d4d38
[DEBUG] 2020-04-06 20:39:04.044 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@2903c6ff
[DEBUG] 2020-04-06 20:39:04.050 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@2903c6ff
[DEBUG] 2020-04-06 20:39:04.055 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@d8d9199
[DEBUG] 2020-04-06 20:39:04.056 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@d8d9199
[DEBUG] 2020-04-06 20:39:04.063 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@b835727
[DEBUG] 2020-04-06 20:39:04.068 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@b835727
[DEBUG] 2020-04-06 20:39:04.071 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@319c3a25
[DEBUG] 2020-04-06 20:39:04.071 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@319c3a25
[DEBUG] 2020-04-06 20:39:04.080 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@199bc830
[DEBUG] 2020-04-06 20:39:04.080 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@199bc830
[DEBUG] 2020-04-06 20:39:04.087 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@161f6623
[DEBUG] 2020-04-06 20:39:04.087 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@161f6623
[DEBUG] 2020-04-06 20:39:04.095 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@524a2ffb
[DEBUG] 2020-04-06 20:39:04.099 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@524a2ffb
[DEBUG] 2020-04-06 20:39:04.105 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@fb6097b
[DEBUG] 2020-04-06 20:39:04.105 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@fb6097b
[DEBUG] 2020-04-06 20:39:04.124 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@6d303498
[DEBUG] 2020-04-06 20:39:04.128 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@6d303498
[DEBUG] 2020-04-06 20:39:04.137 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@1b9776f5
[DEBUG] 2020-04-06 20:39:04.140 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@1b9776f5
[DEBUG] 2020-04-06 20:39:04.142 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@1b9776f5
[DEBUG] 2020-04-06 20:39:04.148 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@1dd7796b
[DEBUG] 2020-04-06 20:39:04.155 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@2b22a1cc
[DEBUG] 2020-04-06 20:39:04.155 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@2b22a1cc
[DEBUG] 2020-04-06 20:39:04.156 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@2b22a1cc
[DEBUG] 2020-04-06 20:39:04.165 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@7158daf2
[DEBUG] 2020-04-06 20:39:04.168 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@7a389761
[DEBUG] 2020-04-06 20:39:04.168 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@7a389761
[DEBUG] 2020-04-06 20:39:04.175 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@1a6cf771
[DEBUG] 2020-04-06 20:39:04.176 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@1a6cf771
[DEBUG] 2020-04-06 20:39:04.182 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@8f2098e
[DEBUG] 2020-04-06 20:39:04.185 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@8f2098e
[DEBUG] 2020-04-06 20:39:04.191 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@19962194
[DEBUG] 2020-04-06 20:39:04.192 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@19962194
[DEBUG] 2020-04-06 20:39:04.196 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@7c1e32c9
[DEBUG] 2020-04-06 20:39:04.196 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@7c1e32c9
[DEBUG] 2020-04-06 20:39:04.196 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@41b1f51e
[DEBUG] 2020-04-06 20:39:04.198 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@7ca8d498
[DEBUG] 2020-04-06 20:39:04.203 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@7ca8d498
[DEBUG] 2020-04-06 20:39:04.204 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@7ca8d498
[DEBUG] 2020-04-06 20:39:04.208 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@15dc339f
[DEBUG] 2020-04-06 20:39:04.210 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@15dc339f
[DEBUG] 2020-04-06 20:39:04.211 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@15dc339f
[DEBUG] 2020-04-06 20:39:04.212 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@76889e60
[DEBUG] 2020-04-06 20:39:04.213 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@64f1fd08
[DEBUG] 2020-04-06 20:39:04.220 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@2e807c54
[DEBUG] 2020-04-06 20:39:04.225 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@2e807c54
[DEBUG] 2020-04-06 20:39:04.225 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@2e807c54
[DEBUG] 2020-04-06 20:39:04.231 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@1cec219f
[DEBUG] 2020-04-06 20:39:04.232 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@1cec219f
